acao_futura_bloqueada,campos_atuais,campos_preservados,campos_propostos,codconv_easy,codigo_brana_atual,divergencias,id_brana,justificativa,metodo_match,nivel_confianca,nome_brana_atual,nome_easy,nroproctab_easy,status
apply,"{'codigo': 265, 'especialidade': '07', 'nome': 'Disjuntor MC Namara - Resina', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Disjuntor MC Namara - Resina'},,265,[],40820,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Disjuntor MC Namara - Resina,Disjuntor MC Namara - Resina,265,apto
apply,"{'codigo': 266, 'especialidade': '07', 'nome': 'Disjuntor MC Namara com Hirax', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Disjuntor MC Namara com Hirax'},,266,[],40821,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Disjuntor MC Namara com Hirax,Disjuntor MC Namara com Hirax,266,apto
apply,"{'codigo': 267, 'especialidade': '07', 'nome': 'Disjuntor Omar Gabriel', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Disjuntor Omar Gabriel'},,267,[],40822,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Disjuntor Omar Gabriel,Disjuntor Omar Gabriel,267,apto
apply,"{'codigo': 269, 'especialidade': '07', 'nome': 'Djuntor palatino', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Djuntor palatino'},,269,[],40824,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Djuntor palatino,Djuntor palatino,269,apto
apply,"{'codigo': 271, 'especialidade': '07', 'nome': 'Frankel - Classe I', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Frankel - Classe I'},,271,[],40826,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Frankel - Classe I,Frankel - Classe I,271,apto
apply,"{'codigo': 272, 'especialidade': '07', 'nome': 'Frankel - Classe II', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Frankel - Classe II'},,272,[],40827,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Frankel - Classe II,Frankel - Classe II,272,apto
apply,"{'codigo': 273, 'especialidade': '07', 'nome': 'Frankel - Classe III', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Frankel - Classe III'},,273,[],40828,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Frankel - Classe III,Frankel - Classe III,273,apto
apply,"{'codigo': 274, 'especialidade': '07', 'nome': 'Frankel - Mordida Aberta', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Frankel - Mordida Aberta'},,274,[],40829,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Frankel - Mordida Aberta,Frankel - Mordida Aberta,274,apto
apply,"{'codigo': 275, 'especialidade': '07', 'nome': 'Grade palatina fixa', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Grade palatina fixa'},,275,[],40830,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Grade palatina fixa,Grade palatina fixa,275,apto
apply,"{'codigo': 277, 'especialidade': '07', 'nome': 'Klammt - Classe I', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Klammt - Classe I'},,277,[],40832,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Klammt - Classe I,Klammt - Classe I,277,apto
apply,"{'codigo': 278, 'especialidade': '07', 'nome': 'Klammt - Classe II', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Klammt - Classe II'},,278,[],40833,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Klammt - Classe II,Klammt - Classe II,278,apto
apply,"{'codigo': 279, 'especialidade': '07', 'nome': 'Klammt - Classe III', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Klammt - Classe III'},,279,[],40834,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Klammt - Classe III,Klammt - Classe III,279,apto
apply,"{'codigo': 280, 'especialidade': '07', 'nome': 'Lip Bumper', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Lip Bumper'},,280,[],40835,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Lip Bumper,Lip Bumper,280,apto
apply,"{'codigo': 283, 'especialidade': '07', 'nome': 'Mentoneira', 'preco': 0.0, 'simbolo_grafico_legacy_id': 37}","['id', 'tabela_id', 'codigo', 'procedimento_generico_id', 'materiais_vinculados', 'fases_vinculadas', 'historicos', 'chaves_estrangeiras']",{'nome': 'Mentoneira'},,283,[],40838,nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV,nome_exato + NROPROCTAB,ALTA,Mentoneira,Mentoneira,283,apto
