status,nivel_confianca,id_brana,codigo_brana_atual,nome_brana_atual,nroproctab_easy,codconv_easy,nome_easy,metodo_match,divergencias,justificativa
apto,ALTA,40778,223,Aparelho Autoligado (Arcada Inferior),223,,Aparelho Autoligado (Arcada Inferior),nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40779,224,Aparelho Autoligado (Arcada Superior),224,,Aparelho Autoligado (Arcada Superior),nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40781,226,Aparelho em uma arcada conjugado c/ ap. auxiliar,226,,Aparelho em uma arcada conjugado c/ ap. auxiliar,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40782,227,Aparelho extra bucal,227,,Aparelho extra bucal,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40789,234,Aparelho Ortopedico,234,,Aparelho Ortopedico,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40790,235,Aparelho removivel,235,,Aparelho removivel,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40791,236,"Aparelhos auxiliares (extra-oral, ""Bumper"", etc)",236,,"Aparelhos auxiliares (extra-oral, ""Bumper"", etc)",nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40792,237,Arco Palatino,237,,Arco Palatino,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40793,238,Ativador de Haulp,238,,Ativador de Haulp,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40794,239,Ativador de Rossi,239,,Ativador de Rossi,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40796,241,Bandagem (Tubo bracket),241,,Bandagem (Tubo bracket),nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40797,242,Bandagem (Tubo duplo),242,,Bandagem (Tubo duplo),nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40798,243,Bandagem (Tubo simples),243,,Bandagem (Tubo simples),nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40799,244,Bandagem (Tubo triplo),244,,Bandagem (Tubo triplo),nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40800,245,Barra Transpalatina,245,,Barra Transpalatina,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40802,247,Bio-ajustador - Tecnica MD3,247,,Bio-ajustador - Tecnica MD3,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40803,248,Bionator - Super,248,,Bionator - Super,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40804,249,Bionator de Balters - Classe I,249,,Bionator de Balters - Classe I,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40805,250,Bionator de Balters - Classe II,250,,Bionator de Balters - Classe II,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40806,251,Bionator de Balters - Classe III,251,,Bionator de Balters - Classe III,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40807,252,Blinler - A,252,,Blinler - A,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40808,253,Blinler - B,253,,Blinler - B,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40809,254,Blinler - C,254,,Blinler - C,nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40811,256,"Bracket (Bracket 0,18"" x 0,25"")",256,,"Bracket (Bracket 0,18"" x 0,25"")",nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40812,257,"Bracket (Bracket 0,18"" x 0,30"")",257,,"Bracket (Bracket 0,18"" x 0,30"")",nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
apto,ALTA,40813,258,"Bracket (Bracket 0,22"" x 0,28"")",258,,"Bracket (Bracket 0,22"" x 0,28"")",nome_exato + NROPROCTAB,[],nome preservado como chave semantica; codigo varia entre CODCONV e NROPROCTAB conforme presenca de CODCONV
