tipo,nroproctab,codconv,nome,especialidade,simbolo,preco,candidatos_brana_por_nome,candidatos_brana_por_codigo,candidatos_por_similaridade,posicao_relativa,motivo_bloqueio,id,codigo,candidatos_easy_dental
easy,48,5090,Imobilização dentária (esplintagem),,,,[],[],"[{'id': 40604, 'codigo': 5090, 'nome': 'Imobiliza\x87Æo dent ria (esplintagem)', 'score': 0.9091}, {'id': 40603, 'codigo': 5080, 'nome': 'Imobiliza\x87Æo dent ria com resina fotopolimeriz vel', 'score': 0.6024}, {'id': 40601, 'codigo': 5060, 'nome': 'Dessensibiliza\x87Æo dent ria - (por elemento)', 'score': 0.5833}]",,sem_candidato_semantico_confiavel,,,
easy,49,5121,Núcleo de preenchimento,,,,[],[],"[{'id': 40605, 'codigo': 5121, 'nome': 'N£cleo de preenchimento', 'score': 0.9565}, {'id': 40607, 'codigo': 5110, 'nome': 'N£cleo de preenchimento em resina', 'score': 0.7857}, {'id': 40879, 'codigo': 9020, 'nome': 'Preenchimento', 'score': 0.7222}]",,sem_candidato_semantico_confiavel,,,
easy,50,5100,Núcleo de preenchimento em ionômetro de vidro,,,,[],[],"[{'id': 40606, 'codigo': 5100, 'nome': 'N£cleo de preenchimento em ion\x93metro de vidro', 'score': 0.9556}, {'id': 40607, 'codigo': 5110, 'nome': 'N£cleo de preenchimento em resina', 'score': 0.7179}, {'id': 40605, 'codigo': 5121, 'nome': 'N£cleo de preenchimento', 'score': 0.6471}]",,sem_candidato_semantico_confiavel,,,
easy,51,5110,Núcleo de preenchimento em resina,,,,[],[],"[{'id': 40607, 'codigo': 5110, 'nome': 'N£cleo de preenchimento em resina', 'score': 0.9697}, {'id': 40605, 'codigo': 5121, 'nome': 'N£cleo de preenchimento', 'score': 0.7857}, {'id': 40606, 'codigo': 5100, 'nome': 'N£cleo de preenchimento em ion\x93metro de vidro', 'score': 0.7436}]",,sem_candidato_semantico_confiavel,,,
easy,52,5120,Núcleo fibra de vidro,,,,[],[],"[{'id': 40608, 'codigo': 5120, 'nome': 'N£cleo fibra de vidro', 'score': 0.9524}, {'id': 40606, 'codigo': 5100, 'nome': 'N£cleo de preenchimento em ion\x93metro de vidro', 'score': 0.5152}, {'id': 40752, 'codigo': 8270, 'nome': 'N£cleo Metal-free est\x82tico', 'score': 0.5106}]",,sem_candidato_semantico_confiavel,,,
easy,53,5130,Núcleo metálico pré-fabricado,,,,[],[],"[{'id': 40609, 'codigo': 5130, 'nome': 'N£cleo met lico pr\x82-fabricado', 'score': 0.8966}, {'id': 40753, 'codigo': 8260, 'nome': 'N£cleo Met lico-fundido', 'score': 0.6923}, {'id': 40890, 'codigo': 8261, 'nome': 'N£cleo Met lico fundido bi-partido', 'score': 0.5714}]",,sem_candidato_semantico_confiavel,,,
easy,54,5140,Núcleo rosqueavel - (Roach),,,,[],[],"[{'id': 40610, 'codigo': 5140, 'nome': 'N£cleo rosqueavel - (Roach)', 'score': 0.9565}, {'id': 40752, 'codigo': 8270, 'nome': 'N£cleo Metal-free est\x82tico', 'score': 0.4898}, {'id': 40605, 'codigo': 5121, 'nome': 'N£cleo de preenchimento', 'score': 0.4783}]",,sem_candidato_semantico_confiavel,,,
easy,56,5160,Reconstrução em Resina Direta - (+ de 3 Faces),,,,[],[],"[{'id': 40612, 'codigo': 5160, 'nome': 'Reconstru\x87Æo em Resina Direta - (+ de 3 Faces)', 'score': 0.9524}, {'id': 40619, 'codigo': 5230, 'nome': 'Restaura\x87Æo em Resina Direta - (3 Faces)', 'score': 0.7949}, {'id': 40618, 'codigo': 5220, 'nome': 'Restaura\x87Æo em Resina Direta - (2 Faces)', 'score': 0.7692}]",,sem_candidato_semantico_confiavel,,,
easy,57,5170,Restauração de Amálgama - 1 face,,,,[],[],"[{'id': 40613, 'codigo': 5170, 'nome': 'Restaura\x87Æo de Am lgama - 1 face', 'score': 0.9}, {'id': 40614, 'codigo': 5180, 'nome': 'Restaura\x87Æo de Am lgama - 2 faces', 'score': 0.8525}, {'id': 40615, 'codigo': 5190, 'nome': 'Restaura\x87Æo de Am lgama - 3 faces', 'score': 0.8525}]",,sem_candidato_semantico_confiavel,,,
easy,58,5180,Restauração de Amálgama - 2 faces,,,,[],[],"[{'id': 40614, 'codigo': 5180, 'nome': 'Restaura\x87Æo de Am lgama - 2 faces', 'score': 0.9032}, {'id': 40615, 'codigo': 5190, 'nome': 'Restaura\x87Æo de Am lgama - 3 faces', 'score': 0.871}, {'id': 40613, 'codigo': 5170, 'nome': 'Restaura\x87Æo de Am lgama - 1 face', 'score': 0.8525}]",,sem_candidato_semantico_confiavel,,,
