fonte,caminho_fonte,id_legado,nome,clinica_id_legado,ativo,ordem,created_at,updated_at,observacoes
brana_saas_full_20260413_130945.zip,D:\BRANA ARQUIVOS\PROJETO_PRECIFICACAO_LEGADO\saas\backend\backups\brana_saas_full_20260413_130945.zip,2,Principal,1,t,1,2026-03-17 21:09:36.226119-03,2026-03-17 21:09:36.226119-03,
